Ref Number,Date/time received,Page Title,Page URL,Y/N,What's wrong,Details,Topic,Personal info (Y/N),Notes,Blank,Test - auto-topic generator
05/20-0548,Mon May 18 2020 22:20:48 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Puis-je être testée pour savoir si je l’ai eu,Testing,,,,
05/20-0549,Mon May 18 2020 23:02:28 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,Coronavirus financial help,Financial support ,,,,
05/20-0550,Mon May 18 2020 23:24:55 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,"+ de 70 ans, pouvons-nous aller au camp en respectant la distanciation? sortir de chez nous?","Physical distancing, Vulnerable people",,,,
05/20-0551,Mon May 18 2020 23:35:13 GMT+0000 (Coordinated Universal Time);Maladie à coronavirus (COVID-19) : Prévention et risques;/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html;No;The answer I need is missing;,,,,,,No details,,,,
05/20-0552,Mon May 18 2020 23:41:10 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,I wish to know if after 14 days of Isolation if a asymptomatic person who was exposed to a potetial risk can return to work?,Quarantine isolation self-isolation,,,,
05/20-0553,Mon May 18 2020 23:49:45 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,cov19 symptoms at onset,Symptoms,,,,
05/20-0554,Mon May 18 2020 00:52:22 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0555,Mon May 18 2020 01:18:35 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0556,Mon May 18 2020 02:00:22 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0557,Mon May 18 2020 03:36:03 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,,No details,,,,
05/20-0558,Mon May 18 2020 10:34:55 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,There is nothing correlating insufficient vitamin D with poor outcomes. There is nothing correlating a high carbohydrate diet with poor out comes. There is nothing correlating consumption of vegetable oils with poor outcomes. Obviously Health Canada is defective since information is missing.,Susceptibility,,,,
05/20-0559,Mon May 18 2020 11:16:14 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,"What can we do if we get sick with the virus? What pills, drinks???",Treatment,,,,
05/20-0560,Mon May 18 2020 13:59:45 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,List of symptoms How it ends,Symptoms,,,,
05/20-0561,Mon May 18 2020 14:23:34 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0562,Mon May 18 2020 16:14:43 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,I am looking for what classification of viruses does covid-19 fall under.,What is COVID,,,,
05/20-0563,Mon May 18 2020 16:50:00 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,What is the treatment protocol?,Treatment,,,,
05/20-0564,Mon May 18 2020 17:22:57 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,Symptoms had spars descriptions,Symptoms,,,,
05/20-0565,Mon May 18 2020 18:17:15 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,Un ouvrier est supposé venir faire une réparation dans mon logement est ce dangereux pour moi quia 76 ans,"Physical distancing, Vulnerable people",,,,
05/20-0566,Mon May 18 2020 23:26:33 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0567,Mon May 18 2020 23:27:22 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,More testing.,Testing,,,,
05/20-0568,Mon May 18 2020 23:58:03 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0569,Tue May 19 2020 00:09:58 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,I’m not in the right place,,No details,,,,
05/20-0570,Tue May 19 2020 00:29:58 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,Would like to know all symptoms,Symptoms,,,,
05/20-0571,Tue May 19 2020 00:44:46 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Jaimerais savoir le delai pour les resultats du test de depistage Combien de temps dois je attendre pour avoir mon resultat sans travailler,Testing,,,,
05/20-0572,Tue May 19 2020 01:21:13 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,I’m not in the right place,,No details,,,,
05/20-0573,Tue May 19 2020 01:39:24 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,Covid 19 test results,Testing,,,,
05/20-0574,Tue May 19 2020 02:32:44 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,I’m not in the right place,,No details,,,,
05/20-0575,Tue May 19 2020 02:57:21 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,Combien de temps environ le virus peut-il survivre sur des vêtements? Est-ce nécessaire de laver nos vêtements chaque fois qu'on va dehors et qu'on croise des gens?,Transmission,,,,
05/20-0576,Tue May 19 2020 03:29:44 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,JE cherche les recommendations pour les milieux de travail manufacturiers ou laboratoires non reliés à la santé.,Workplaces,,,,
05/20-0577,Tue May 19 2020 07:12:40 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,payment schedule,Financial support ,,,,
05/20-0578,Tue May 19 2020 08:34:37 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The information isn’t clear,,No details,,,,
05/20-0579,Tue May 19 2020 08:44:31 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,What is HC and PHAC position on public use of disposable gloves,PPE,,,,
05/20-0580,Tue May 19 2020 11:42:21 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,,No details,,,,
05/20-0581,Tue May 19 2020 12:03:54 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,"After visiting a patient for 2 1/2 dying of covid-19 and myself in a gown, gloves, mask and shield, should I return to work, I'm essential service.",,,,,
05/20-0582,Tue May 19 2020 12:08:13 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,Should you take common cold suppressants if deep cough suddenly occurs and you have been having food delivered washed with soap and have 2 dogs,Treatment,,,,
05/20-0583,Tue May 19 2020 12:32:50 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,I’m not in the right place,,No details,,,,
05/20-0584,Tue May 19 2020 13:12:23 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
05/20-0585,Tue May 19 2020 13:42:15 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,je veux savoir plus de détails sur les symtomes,Symptoms ,,,,
05/20-0586,Tue May 19 2020 13:56:59 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,I'd like to know the symptoms and how to treat.,Symptoms,,,,
05/20-0587,Tue May 19 2020 14:26:55 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,"By receiving the newspaper daily at our door, could we be contacting the virus from the paper??",,,,,
05/20-0588,Tue May 19 2020 14:29:58 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,Yes,,,,,,,
05/20-0589,Tue May 19 2020 14:39:58 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,J’ai 2 magasins de chaussures. Quelles sont les normes recommandées pour assurer un maximum de sécurité après l’essayage. Les mettre en quarantaine? Combien d’heures? Comment les nettoyer,,,,,
05/20-0590,Tue May 19 2020 15:01:48 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,loyer commercial,,,,,
05/20-0591,Tue May 19 2020 15:08:16 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The information isn’t clear,"Si une personne est déclaré avec le corona virus, comment se termine sont confinement, c'est a dire quand peut elle sortir pour aller faire sa command et jouer au golf . Mon beau père et ma mère ont été diagnostiqué et celui ci est prêt a sortir et loin d’être guérit et je suis propriétair d'un golf",,,,,
05/20-0592,Tue May 19 2020 15:18:01 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,What is the recommended number of people suggested/allowed to be gathered in the same location?,,,,,
05/20-0593,Tue May 19 2020 15:29:19 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,Je cherche la physiopathologie du covid 19,,,,,
05/20-0594,Tue May 19 2020 15:30:29 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,"Bonjour je suis un employeur. J'ai un employé occasionnel qui est sur la PCU, et j'aurais besoins de deux jours cette semaine pour faire un remplacement. Est ce que l'employé a droit de refuser le travaille sur la PCU ?",,,,,
05/20-0595,Tue May 19 2020 15:30:43 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,test,Testing,,,,
05/20-0596,Tue May 19 2020 15:37:53 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Prestation d'urgence pour les personnes qui ont le covid-19,,,,,
05/20-0597,Tue May 19 2020 15:48:55 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,"If someone has has a fever because of something known like a Urinary Tract Infection, do their care givers need to follow the self Isolation?",,,,,
05/20-0598,Tue May 19 2020 15:52:13 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,I have not got any more cerb payment after april 27 2020,,,,,
05/20-0599,Tue May 19 2020 15:58:14 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,j ai emphyseme,,,,,
05/20-0600,Tue May 19 2020 16:07:44 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,how about taking the TTC,,,,,
05/20-0601,Tue May 19 2020 16:16:44 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,"The only time I leave my home is for groceries or a brief walk, my sister lives in another town, she is on her own and has no other family. Can we visit each other",,,,,
05/20-0602,Tue May 19 2020 16:26:37 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,Can family members swim in private pools if they keep social distance or can the COVID19 live in water?,,,,,
05/20-0603,Tue May 19 2020 16:49:32 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,"We own a vending business. The industries are running where the machines are located but I don't feel it's essential as it's chips, pop, chocolate bars etc. They are operating so I am not sure what I am to do. The businesses don't want to answer either. I worry about staff handling money, suggestion",,,,,
05/20-0604,Tue May 19 2020 16:59:48 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,I’m not in the right place,,No details,,,,
05/20-0605,Tue May 19 2020 17:30:58 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,looking for volunteering info during COVID-19 above and beyond the public,,,,,
05/20-0606,Tue May 19 2020 17:32:48 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,Je suis un Ainé de 75 ans Puis-je aller faire mon épicerie Je ne suis pas dans une résidence,,,,,
05/20-0607,Tue May 19 2020 17:39:58 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,Other reason,j'aimeras parler avec u représentant(e),,,,,
05/20-0608,Tue May 19 2020 17:55:07 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,Ou telephoner pour le test du covid 19,Testing,,,,
05/20-0609,Tue May 19 2020 18:13:17 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,,No details,,,,
05/20-0610,Tue May 19 2020 18:31:48 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,,No details,,,,
05/20-0611,Tue May 19 2020 18:46:09 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,"What about a guy sweating and then not and then sweating and not, yet no fever?",,,,,
05/20-0612,Tue May 19 2020 19:19:16 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,results for coronavirus,,,,,
05/20-0613,Tue May 19 2020 19:20:39 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,,vomiting,,,,,
05/20-0614,Tue May 19 2020 19:28:06 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,,No details,,,,
05/20-0615,Tue May 19 2020 19:31:15 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,Can you get covid 19 by touching a contaminated surface though a cut on your finger?,,,,,
05/20-0616,Tue May 19 2020 19:33:05 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,I’m not in the right place,,No details,,,,
05/20-0617,Tue May 19 2020 20:09:57 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,,Pas les symptômes ecrits,Symptoms,,,,
05/20-0618,Tue May 19 2020 20:37:07 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,,No details,,,,
05/20-0619,Tue May 19 2020 20:54:54 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,Other reason,I'm try to apply for cerb at the cra web site,,,,,
05/20-0620,Tue May 19 2020 21:23:52 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,I’m not in the right place,,No details,,,,
05/20-0621,Tue May 19 2020 21:46:01 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,Can we get hydroxicloriquine in Canada?,,,,,
05/20-0622,Tue May 19 2020 21:51:26 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,The answer I need is missing,"My daughter lives with us and is returning from Australia. Does everyone in the household need to self-quarantine, or can I still go to work?",,,,,
05/20-0623,Tue May 19 2020 22:00:41 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,,Comment dénoncer une entreprise qui ne respecte pas les consignes de distanciation social,,,,,
05/20-0624,Tue May 19 2020 22:01:55 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,Pouvons prendre du Advil pour un mal de tête. Test covid-19 négatif.,,,,,
05/20-0625,Tue May 19 2020 22:02:13 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,Other reason,"J’aimerais savoir si le masque est obligatoire, au NB, si les limites de 2 mètres ne peuvent pas être respectées? Merci",,,,,
05/20-0626,Tue May 19 2020 22:32:31 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,No,The answer I need is missing,L'été arrive et plusieurs ont des piscines pouvons nous allé nous beigner chez des amis Je m'explique le corps sue et gouttelettes le nez nous coule quand on vas dans l'eau et veux veux pas l'eau pénètre dans la bouche alors ya t'il un risques de contagion pour le covid-19 ?,,,,,
05/20-0627,Tue May 19 2020 22:55:45 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,No,The answer I need is missing,,No details,,,,
05/20-0628,Tue May 19 2020 23:10:27 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,I’m not in the right place,My science homework did not ask for this,,,,,
05/20-0629,Tue May 19 2020 23:20:26 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,I’m not in the right place,I want to know when you can discontinue isolation after you have had the illness,,,,,
05/20-0630,Tue May 19 2020 00:54:12 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,No,,"J'ai une copine à Saguenay et je demeure en Gaspésie Elle veut que j'aille la chercher pour venir demeurer avec moi , Que faire ?",,,,,
05/20-0631,Tue May 19 2020 00:59:21 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0632,Tue May 19 2020 07:18:34 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0633,Tue May 19 2020 08:22:02 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0634,Tue May 19 2020 19:23:14 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0635,Tue May 19 2020 22:39:35 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,How contagious is COVID-19?,,,,,
05/20-0636,Tue May 19 2020 22:39:35 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,How contagious is COVID-19?,,,,,
05/20-0637,Tue May 19 2020 23:05:52 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0638,Tue May 19 2020 23:05:52 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The answer I need is missing,,No details,,,,
05/20-0639,Tue May 19 2020 23:31:21 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,The information isn’t clear,,No details,,,,
05/20-0640,Wed May 20 2020 00:27:31 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,Other reason,map of Nova Scotia showing the four divisins of the province,,,,,
05/20-0641,Wed May 20 2020 01:21:31 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,No,I’m not in the right place,,No details,,,,
