Ref Number,Date/time received,Page Title,Page URL,What's wrong,Details,Topic,Personal info (Y/N),Notes
05/20-0174,Tue May 12 2020 22:34:36 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,The answer I need is missing,,No details,,
05/20-0175,Tue May 12 2020 22:39:05 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,,combien de test négatif est nécessaire pour être certain d'être négatif apres le civid-19,COVID-19 test - How many negative results required to be sure,,
05/20-0176,Tue May 12 2020 22:41:58 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,,Looking for return to work guidelines,Workplace - return to work guidelines,,
05/20-0177,Tue May 12 2020 22:49:17 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,Faut il avoir tout les symptomes pour etre atteint du covid 19,Symptoms - Do you have to have them all,,
05/20-0178,Tue May 12 2020 23:31:22 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,In a retirement home during isolation (no sickness) do 2 close friends allowed to be together,Physical distancing - Retirement home,,
05/20-0179,Tue May 12 2020 23:48:56 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,,Mon larron ma retirer du travail pour symptôme de gripe. Jai téléphoner pour savoir quoi fair. Et jatyend toujours un retour dapelle. Esse que je va travailler demain meme si jai las de nouvelle?????,Feedback unclear,,
05/20-0180,Tue May 12 2020 23:51:38 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,,Elderly,Prevention - At-risk - Senior/elderly,,
05/20-0181,Tue May 12 2020 23:51:59 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,Il me semble que les aînés pouvaient aller garder leurs petits enfants. Je crois avoir entendu cela. Pouvez vous confirmer,Permissable activities - Look after grandchildren,,
05/20-0182,Tue May 12 2020 23:42:45 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,I’m not in the right place,,No details,,
05/20-0183,Wed May 13 2020 00:13:16 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,who can travel together in a car?,Permissible activities - Carpool,,
05/20-0184,Wed May 13 2020 00:15:41 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The information isn’t clear,The claim form (number 3) ????,Feedback unclear,,
05/20-0185,Wed May 13 2020 00:22:10 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,Ou passer teste de dépistage,COVID-19 test - Where to get a test,,
05/20-0186,Wed May 13 2020 01:19:31 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The information isn’t clear,"My brother and I live with our 84yr old mother. Mom is in the high-risk group due to existing health issues like diabetes. Our sister lives outside our home and insists on visiting even though we have expressly asked her not to. Mom lets her visit because ""she's not sick"". How do we stop her?",Physical distancing - Report rule breaking,,
05/20-0187,Wed May 13 2020 01:45:09 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The information isn’t clear,,No details,,
05/20-0188,Wed May 13 2020 01:11:01 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,Quelle est le tratament,Treatment - How to treat,,
05/20-0189,Wed May 13 2020 01:54:25 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,"If the vaccine is based on a live culture, some people will not be able to use it due to an allergic reaction. What should these people do?",Vaccine - Allergic reaction,,
05/20-0190,Wed May 13 2020 02:24:41 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,If you quarantine for 14 days but still have symptoms at the end of 14 days how long do you continue to quarantine?,Quarantine - After 14 days still have symptoms,,
05/20-0191,Wed May 13 2020 02:40:26 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,,No details,,
05/20-0192,Wed May 13 2020 03:15:44 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,Other reason,Question: When does a person who has COVID LOOSE THE ABILITY TO INFECT OTHERS? is it 10 days after onset of symptoms? Is it after all symptoms are gone and they are well? or do they continue to infect others for a long period of time?,Contagious - how long,,
05/20-0193,Wed May 13 2020 03:33:01 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,Treatment for hospital covid 19,Treatment - treating COVID-19 in hospital,,
05/20-0194,Wed May 13 2020 03:34:41 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,What is the treatment in the hospital?,Treatment - treating COVID-19 in hospital,,
05/20-0195,Wed May 13 2020 04:15:16 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,J’aimerais savoir si le fait de mettre de la crème hydratante après les nombreux lavages de main constitue une pellicule sur les mains qui peux faire en sorte d’attraper plus facilement le virus,Prevention - Hand moisturizer a risk,,
05/20-0196,Wed May 13 2020 05:47:48 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,,If I put a petition in my golf cart can I have a rider,Permissible activities - Golf cart with partition,,
05/20-0197,Wed May 13 2020 07:15:08 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,,"I have a general feeling of malaise - nausea, gas, bloating, cough which is normal due to hiatus hernia, difficulty breathing which is normal due to asthma & allergies",Symptoms - other conditions,,
05/20-0198,Wed May 13 2020 08:48:46 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The information isn’t clear,,No details,,
05/20-0199,Wed May 13 2020 09:46:19 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,The answer I need is missing,"que fait on exactement pour être prise en charge en arrivant a l’aéroport, ne peux aller ou je vis, personnes plus de 65 ans.",Travel - Can't return to home with vulnerable people over 65,,
05/20-0200,Wed May 13 2020 10:24:50 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,,No details,,
05/20-0201,Wed May 13 2020 10:41:48 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,Test sérologique,COVID-19 test - Serological test,,
05/20-0202,Wed May 13 2020 10:46:35 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,The answer I need is missing,Est ce que 2 conjoints qui vivent séparément peuvent se voir ? Mon fils et sa compine respecte le.confinement maisnils on hâte de se voir est ce que c est accepté poir les relations de longue date pour des personnes qui ont respecté le confinement,Permissable activities - Family relationships,,
05/20-0203,Wed May 13 2020 11:11:34 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,The answer I need is missing,"Ma conjointe (62) recevra 4 petit enfants plus 2 d'autres familles) pour faire les leçons, est-ce risqué de contacté le virus ou simplement proscrit?",Permissable activities - Look after grandchildren,,
05/20-0204,Wed May 13 2020 11:23:03 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,Can u tell me what coronavirus is,What is COVID-19 - More info/details,,
05/20-0205,Wed May 13 2020 11:39:56 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,what are the complications for adults,Symptoms - Complications,,
05/20-0206,Wed May 13 2020 11:54:49 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,,Symptoms all Conjunctivitis,Symptoms - Conjunctivitis,,
05/20-0207,Wed May 13 2020 11:54:57 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,,No details,,
05/20-0208,Wed May 13 2020 12:14:55 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,Other reason,Moi je vois ma fille depuis le debut de la covid 19 avec ses enfantset des fois je cuche chez eux.Je reste ds une cooperative de 55ans et plus.Hier on me dit que si je couche chez ma fille je dois me mettre en quanrentaine je pourrais plus sortir pour faire mon lavage et ni mettre mes vidanges pend,Permissable activities - Family relationships,,
05/20-0209,Wed May 13 2020 12:17:45 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,,ou m inscrire por aider au personel,Feedback unclear,,
05/20-0210,Wed May 13 2020 12:58:28 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,,Lieu où je peux me rendre pour vérifier si je suis atteint,COVID-19 test - Where to get a test,,
05/20-0211,Wed May 13 2020 13:10:08 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The information isn’t clear,,No details,,
05/20-0212,Wed May 13 2020 13:12:40 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,can my son come to my house,Permissable activities - Family relationships,,
05/20-0213,Wed May 13 2020 13:45:30 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,"Comment peut-on avoir la Covid-29 si pas de température , juste maux de gorge et?","Symptoms - Sore throat, no fever",,
05/20-0214,Wed May 13 2020 13:54:14 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,Who qualifies for the senior package for covid 19,Financial support - For individuals - Seniors,,
05/20-0215,Wed May 13 2020 13:57:45 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,Other reason,Is there responses for people who have underlying conditions who's partners are front line workers?,Prevention - Partner is frontline worker,,
05/20-0216,Wed May 13 2020 14:24:34 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,,No details,,
05/20-0217,Wed May 13 2020 14:36:39 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,I'm trying to find out if I should wear gloves to the grocery or drug store.,Shopping - Gloves,,
05/20-0218,Wed May 13 2020 14:38:58 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,,New cases in ontario,Statistics - Cases - Ontario,,
05/20-0219,Wed May 13 2020 14:49:24 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,,"My sister has tested positive and works at long term care. She has followed all the proper guide lines. She has tester fore more time and is still positive. They have called her to say her case is closed. She has not seen her test and is scared to go back to work, she is scared that she can spread",Workplace - Longterm care - Tested positive,,
05/20-0220,Wed May 13 2020 15:25:34 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,,Que doit-on faire après la quarantaine. Peut-on sortir de la chambre. ON n'a aucun symptôme. Comment doit-on vivre à la maison. Trois personnes chez moi sont testée positive et je suis le seul à ne pas passer le test et je n'ai aucun symptôme,Quarantine - After 14 days - Safe,,
05/20-0221,Wed May 13 2020 15:52:50 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,,Does corvid19 always start in the nasal passage and is that why they swab the nose,Spread - Nose,,
05/20-0222,Wed May 13 2020 15:57:43 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,When do you know you are free from the virus..have had a positive negative then 2 days after positive test self isolation for 14 days before 1st positive started April 3 and have had no contact except for testing at hospital ..still in isolation.,Quarantine - After 14 days - Safe,,
05/20-0223,Wed May 13 2020 16:07:11 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,,What is covid 19,What is COVID-19 - More info/details,,
05/20-0224,Wed May 13 2020 16:14:55 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,What is the process for someone requested to come back to site after being off since the start of the essential personel only,Workplace - Return to work by non-essential staff,,
05/20-0225,Wed May 13 2020 16:27:00 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,,Help for people with disabilities,Help/support - People with disabilities,,
05/20-0226,Wed May 13 2020 16:41:20 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,,Question??? Est-ce qu’un employeur a le droit de me rappeler pour entrer au travail si j’ai 70 ans Merci,Workplace - Return to work - Over 70 years old,,
05/20-0227,Wed May 13 2020 16:58:06 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,The answer I need is missing,admissibilité PCUE,Financial support - For individuals - Students (CESB),,
05/20-0228,Wed May 13 2020 17:10:01 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,,want to make contact with grandchildren,Permissable activities - Family relationships,,
05/20-0229,Wed May 13 2020 17:22:29 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,what treatment should be used to treat the coronavirus in patient recovering at home? Is there anything in particular,Treatment - treating COVID-19 at home,,
05/20-0230,Wed May 13 2020 17:41:21 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,,I was looking for my results from corn-19 testing done over a week ago..Catherine may baptie,Feedback unclear,,
05/20-0231,Wed May 13 2020 17:46:35 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,,Aucun symptôme mais j aimerais passer le test pour être plus sur,COVID-19 test - No symptoms - Still want test,,
05/20-0232,Wed May 13 2020 17:50:27 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,,No details,,
05/20-0233,Wed May 13 2020 17:56:59 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,"You need to update your symptom list like Alberta’s and pneumonia is not a symptom, but a diagnosis or condition.",Symptoms - More info/details - See Alberta,,
05/20-0234,Wed May 13 2020 18:03:33 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,Délai pour symptômes après avoir reçu des gouttelettes,Symptoms - Time they take to appear after exposure to COVID-19,,
05/20-0235,Wed May 13 2020 18:13:55 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,,Is there any emergency benefit for cpp disability pensioners,Financial support - For individuals - Disability/seniors,,
05/20-0236,Wed May 13 2020 18:15:45 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,What are the regulations for travelling to and from Provinces.,Travel - Between provinces,,
05/20-0237,Wed May 13 2020 18:25:48 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,Is there and cure for the corona? just wondering hope you have a great day,Vaccine - Cure,,
05/20-0238,Wed May 13 2020 18:31:45 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,The answer I need is missing,,No details,,
05/20-0239,Wed May 13 2020 18:42:21 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,trying to find out if I am under a quarantine order,Quarantine - Should I,,
05/20-0240,Wed May 13 2020 18:50:24 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,Médicaments de soulagemente,Treatment - Relief of symptoms,,
05/20-0241,Wed May 13 2020 19:36:55 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The information isn’t clear,,No details,,
05/20-0242,Wed May 13 2020 19:51:13 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,,Where can I find out my test results,COVID-19 test - Results,,
05/20-0243,Wed May 13 2020 19:53:01 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,Seasonal camping in Nova Scotia. Is it acceptable to travel 2 hours to get to seasonal lot just for the weekend,Permissible activities - Camping,,
05/20-0244,Wed May 13 2020 20:04:39 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,,"I can smell a smokers smoke from over 20 feet away. Covid does not smell but travels in the air. Can I breathe in the virus from 20 feet away and if so, what kink of a mask should I were to prevent myself from getting covid.",Spread - Possible by air more than 2 feet away,,
05/20-0245,Wed May 13 2020 20:18:49 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,"Si je suis atteinte et que j’habite seule avec mon fils, comment puis- je évite de le contaminer tout en continuant repas, ménage...",Spread - Prevent spread in home when one person has COVID-19,,
05/20-0246,Wed May 13 2020 20:27:29 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,What is the percentage of positive COVID cases that have been determined to be asymptomatic?,Cases - How many / percent asymptomatic,,
05/20-0247,Wed May 13 2020 17:12:06 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,The answer I need is missing,,No details,,
05/20-0248,Wed May 13 2020 17:44:32 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,"I was looking for info about how long a person is contagious after having contracted COVID-19. Many people they are no longer at risk after having the anti-bodies, but what about infecting other people? Can you catch the virus again if it has mutated?",Contagious - how long,,
05/20-0249,Wed May 13 2020 17:44:32 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,"I was looking for info about how long a person is contagious after having contracted COVID-19. Many people they are no longer at risk after having the anti-bodies, but what about infecting other people? Can you catch the virus again if it has mutated?",Virus mutation - catch COVID-19 a second time,,
05/20-0250,Wed May 13 2020 18:15:56 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The answer I need is missing,Will cpp disability pensioners recieve money for emergency response,Financial support - For individuals - Disability/seniors,,
05/20-0251,Wed May 13 2020 17:51:38 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,,Article scientifique sur le covid 19,Feedback unclear,,
05/20-0252,Wed May 13 2020 21:23:12 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Symptoms and treatment,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/symptoms.html,,airborne virus,Feedback unclear,,
05/20-0253,Wed May 13 2020 21:25:54 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Prévention et risques,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/prevention-risques.html,,Sera-t-il permis à un home de 80 ans de jouer au golf à partit du 20 mai?,Permissible activities - Golf,,
05/20-0254,Wed May 13 2020 22:33:17 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,,douleur et diaree,Feedback unclear,,
05/20-0255,Wed May 13 2020 22:57:50 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,I’m not in the right place,Ou passer un test du covid-19,COVID-19 test - Where to get a test,,
05/20-0256,Wed May 13 2020 22:59:33 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,,I need to know if my employer has the right to hide the name of an infected coworker.,Workplace - Privacy rights of infected coworker ,,
05/20-0257,Wed May 13 2020 23:00:58 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,The information isn’t clear,Can 5 people talk to each other outside while maintaining social distancing?,Permissible activities - Group of 5 people with social distancing,,
05/20-0258,Wed May 13 2020 23:08:04 GMT+0000 (Coordinated Universal Time),Maladie à coronavirus (COVID-19) : Symptômes et traitement,/content/canadasite/fr/sante-publique/services/maladies/2019-nouveau-coronavirus/symptomes.html,The answer I need is missing,"D'où vient le nom ""COVID-19""",COVID-19 - Origin of disease name,,
05/20-0259,Wed May 13 2020 23:12:52 GMT+0000 (Coordinated Universal Time),Coronavirus disease (COVID-19): Prevention and risks,/content/canadasite/en/public-health/services/diseases/2019-novel-coronavirus-infection/prevention-risks.html,I’m not in the right place,,Feedback unclear,,
